ID,RECORD_ID,DATE_STATION_LINK,DATE,YEAR,MONTH,TIME_24H,STATION_ID,DEPTH_M,CLASS,DISSOLVED_OXYGEN_MG_L,TEMPERATURE_C,SALINITY_PSU,CHLA_UG_L,SECCHI_DEPTH_F,PH,BOD5_MG_L,TSS_MG_L,AMMONIA-AMMONIUM_MG_L,NITRITE_NITRATE_MG_L,PARTICULATE_N_MG_L,ORTHOPHOSPHATE_MG_L,TOTAL_DISSOLVED_ N_MG_L,TOTAL_DISSOLVED_P_MG_L,PARTICULATE_P_MG_L,DOC_MG_L,PARTICULATE_C_MG_L,DISSOLVED_SILICA_MG_L,BIOGENIC_SILICA_MG_L,SAMPLING SURVEY RUN,INVESTIGATION,STATION_ID_B,LISS_STUDY_AREA,CLOUD_COVER,SEA_STATE,FIELD_NOTES,WEATHER,PREV_24_H_RAIN,PREV_48_H_RAIN,TIDE_TIME_NR,TIDE_RANGE_FT_NR,TIDE_TYPE_NR,TIDE_TIME_KP,TIDE_RANGE_FT_KP,TIDE_TYPE_KP,EDIT NOTES,,,
25806,Dup H-D_7/26/2022_8:52_2.7,7/26/2022_Dup H-D,7/26/2022,2022,July,8:52,Dup H-D,2.7,Middle,2.55,22.162,26.59,ND,4.5,1.77,7.29,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,26-Jul,18420,Dup H-D_M,Hempstead Harbor,30,Ripples,ND,"Mostly cloudy, calm waters, 73°F air temp, 6 mph wind",0.76,0.76,5:06,0.18,Low,5:24,0.20,Low,,,
25807,Dup H-D_7/26/2022_8:53_0.5,7/26/2022_Dup H-D,7/26/2022,2022,July,8:53,Dup H-D,0.5,Surface,4.65,22.560,26.26,ND,4.5,1.93,7.49,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,26-Jul,18420,Dup H-D_S,Hempstead Harbor,30,Ripples,ND,"Mostly cloudy, calm waters, 73°F air temp, 6 mph wind",0.76,0.76,5:06,0.18,Low,5:24,0.20,Low,H-D vs Dup surface DO >15% RPD; H-D vs Dup surface turbidity >15% RPD,,
25808,9-413_8/2/2022_6:24_1.7,8/2/2022_9-413,8/2/2022,2022,August,6:24,9-413,1.7,Bottom,1.74,22.463,27.00,ND,3.0,2.91,7.04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-413_B,Manhasset Bay,70,Flat,~100 ft off-station due to low tide,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25809,9-413_8/2/2022_6:26_0.5,8/2/2022_9-413,8/2/2022,2022,August,6:26,9-413,0.5,Surface,1.02,22.843,26.71,75.12,3.0,2.43,7.00,ND,16.70,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-413_S,Manhasset Bay,70,Flat,~100 ft off-station due to low tide,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25810,9-412_8/2/2022_6:31_2.2,8/2/2022_9-412,8/2/2022,2022,August,6:31,9-412,2.2,Middle,4.16,22.127,27.07,ND,4.5,2.05,7.34,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-412_M,Manhasset Bay,70,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25811,9-412_8/2/2022_6:32_2.9,8/2/2022_9-412,8/2/2022,2022,August,6:32,9-412,2.9,Bottom,3.96,21.961,27.12,ND,4.5,1.85,7.31,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-412_B,Manhasset Bay,70,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25812,9-412_8/2/2022_6:33_0.5,8/2/2022_9-412,8/2/2022,2022,August,6:33,9-412,0.5,Surface,3.35,22.402,26.76,22.36,4.5,2.31,7.23,3.17,8.46,0.051,0.10551,0.2680,0.1503,0.64,0.2385,0.0506,1.94,1.3500,3.02,0.176,2-Aug,18431,9-412_S,Manhasset Bay,70,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25813,9-409_8/2/2022_6:38_4.3,8/2/2022_9-409,8/2/2022,2022,August,6:38,9-409,4.3,Bottom,3.15,21.693,27.22,ND,4.5,4.01,7.24,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-409_B,Manhasset Bay,80,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25814,9-409_8/2/2022_6:37_2.4,8/2/2022_9-409,8/2/2022,2022,August,6:37,9-409,2.4,Middle,3.98,21.807,27.19,ND,4.5,2.52,7.31,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-409_M,Manhasset Bay,80,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25815,9-409_8/2/2022_6:39_0.5,8/2/2022_9-409,8/2/2022,2022,August,6:39,9-409,0.5,Surface,4.15,22.393,26.88,18.92,4.5,1.98,7.34,ND,8.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,9-409_S,Manhasset Bay,80,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25816,A3_8/2/2022_6:46_19.9,8/2/2022_A3,8/2/2022,2022,August,6:46,A3,19.9,Bottom,1.91,19.916,27.84,ND,5.5,6.06,7.22,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A3_B,Mid-LIS Waters,80,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25817,A3_8/2/2022_6:47_10.2,8/2/2022_A3,8/2/2022,2022,August,6:47,A3,10.2,Middle,2.68,20.668,27.61,ND,5.5,1.83,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A3_M,Mid-LIS Waters,80,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25818,A3_8/2/2022_6:49_0.5,8/2/2022_A3,8/2/2022,2022,August,6:49,A3,0.5,Surface,4.73,21.468,27.29,10.92,5.5,1.45,7.40,ND,6.60,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A3_S,Mid-LIS Waters,80,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25819,8-405_8/2/2022_6:57_2.7,8/2/2022_8-405,8/2/2022,2022,August,6:57,8-405,2.7,Bottom,3.72,21.449,26.84,ND,5.5,2.84,7.27,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,8-405_B,Little Neck Bay,5,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25820,8-405_8/2/2022_6:58_1.6,8/2/2022_8-405,8/2/2022,2022,August,6:58,8-405,1.6,Middle,4.82,22.194,26.44,ND,5.5,1.94,7.37,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,8-405_M,Little Neck Bay,5,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25821,8-405_8/2/2022_6:59_0.5,8/2/2022_8-405,8/2/2022,2022,August,6:59,8-405,0.5,Surface,5.09,22.188,26.22,7.70,5.5,1.83,7.39,ND,7.88,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,8-405_S,Little Neck Bay,5,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25822,8-403_8/2/2022_7:03_1.9,8/2/2022_8-403,8/2/2022,2022,August,7:03,8-403,1.9,Bottom,3.74,21.882,26.82,ND,4.0,5.89,7.27,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,8-403_B,Little Neck Bay,5,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25823,8-403_8/2/2022_7:04_0.5,8/2/2022_8-403,8/2/2022,2022,August,7:04,8-403,0.5,Surface,4.16,22.089,26.67,26.09,4.0,2.84,7.31,3.68,8.90,0.099,0.0554,0.3330,0.1745,0.47,0.2569,0.0544,2.08,1.5600,3.67,0.279,2-Aug,18431,8-403_S,Little Neck Bay,5,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25824,A2M_8/2/2022_7:13_30.4,8/2/2022_A2M,8/2/2022,2022,August,7:13,A2M,30.4,Bottom,2.01,19.967,27.79,ND,6.0,8.87,7.23,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A2M_B,Upper East River,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25825,A2M_8/2/2022_7:14_15.5,8/2/2022_A2M,8/2/2022,2022,August,7:14,A2M,15.5,Middle,2.56,20.419,27.62,ND,6.0,2.95,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A2M_M,Upper East River,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25826,A2M_8/2/2022_7:15_0.5,8/2/2022_A2M,8/2/2022,2022,August,7:15,A2M,0.5,Surface,3.80,21.475,26.64,5.35,6.0,1.62,7.27,< 3,3.00,0.083,0.11529,0.0666,0.1479,0.49,0.2185,0.0100,1.71,0.3100,2.59,0.218,2-Aug,18431,A2M_S,Upper East River,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,PN < RL; BOD < MDL & RL,,
25827,A1_8/2/2022_7:21_11.7,8/2/2022_A1,8/2/2022,2022,August,7:21,A1,11.7,Bottom,3.14,21.006,27.18,ND,5.5,3.42,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A1_B,Upper East River,40,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25828,A1_8/2/2022_7:21_6.0,8/2/2022_A1,8/2/2022,2022,August,7:21,A1,6.0,Middle,3.19,21.058,27.13,ND,5.5,2.83,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A1_M,Upper East River,40,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25829,A1_8/2/2022_7:22_0.5,8/2/2022_A1,8/2/2022,2022,August,7:22,A1,0.5,Surface,3.57,21.312,26.86,6.23,5.5,1.90,7.27,ND,3.46,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,A1_S,Upper East River,40,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25830,E-12_8/2/2022_7:32_1.8,8/2/2022_E-12,8/2/2022,2022,August,7:32,E-12,1.8,Bottom,3.84,22.658,26.87,ND,4.0,3.90,7.31,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,E-12_B,Eastchester Bay,40,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25831,E-12_8/2/2022_7:33_0.5,8/2/2022_E-12,8/2/2022,2022,August,7:33,E-12,0.5,Surface,3.47,22.823,26.77,12.28,4.0,3.31,7.29,< 3,6.82,0.163,0.06139,0.1770,0.1776,0.66,0.2541,0.0358,2.05,0.8040,3.27,0.294,2-Aug,18431,E-12_S,Eastchester Bay,40,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,BOD < MDL & RL,,
25832,DI1_8/2/2022_7:47_6.2,8/2/2022_DI1,8/2/2022,2022,August,7:47,DI1,6.2,Bottom,3.85,22.103,27.40,ND,4.5,2.07,7.33,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,DI1_B,Westchester Shoreline,50,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25833,DI1_8/2/2022_7:48_3.4,8/2/2022_DI1,8/2/2022,2022,August,7:48,DI1,3.4,Middle,3.52,22.214,27.37,ND,4.5,2.00,7.30,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,DI1_M,Westchester Shoreline,50,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25834,DI1_8/2/2022_7:48_0.5,8/2/2022_DI1,8/2/2022,2022,August,7:48,DI1,0.5,Surface,3.43,22.271,27.36,10.68,4.5,1.92,7.29,ND,5.32,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,DI1_S,Westchester Shoreline,50,Flat,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25835,DI2_8/2/2022_7:53_7.1,8/2/2022_DI2,8/2/2022,2022,August,7:53,DI2,7.1,Bottom,3.41,21.525,27.60,ND,5.5,4.56,7.32,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,DI2_B,Westchester Shoreline,30,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25836,DI2_8/2/2022_7:55_3.8,8/2/2022_DI2,8/2/2022,2022,August,7:55,DI2,3.8,Middle,3.98,21.896,27.48,ND,5.5,2.00,7.36,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,DI2_M,Westchester Shoreline,30,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25837,DI2_8/2/2022_7:56_0.5,8/2/2022_DI2,8/2/2022,2022,August,7:56,DI2,0.5,Surface,4.06,22.095,27.43,15.32,5.5,1.84,7.36,< 3,9.06,0.027,0.0131,0.1610,0.1028,0.25,0.1879,0.0156,1.93,0.7290,2.27,0.215,2-Aug,18431,DI2_S,Westchester Shoreline,30,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,BOD < MDL & RL,,
25838,H-A3_8/2/2022_8:06_8.1,8/2/2022_H-A3,8/2/2022,2022,August,8:06,H-A3,8.1,Bottom,2.90,20.677,27.87,ND,5.5,3.41,7.33,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-A3_B,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25839,H-A3_8/2/2022_8:07_4.3,8/2/2022_H-A3,8/2/2022,2022,August,8:07,H-A3,4.3,Middle,3.61,21.361,27.70,ND,5.5,1.62,7.38,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-A3_M,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25840,H-A3_8/2/2022_8:08_0.5,8/2/2022_H-A3,8/2/2022,2022,August,8:08,H-A3,0.5,Surface,5.57,22.065,27.50,16.01,5.5,1.42,7.55,< 3,3.66,< 0.009,0.0065,0.1890,0.0849,0.23,0.1631,0.0156,1.65,0.8440,2.05,0.154,2-Aug,18431,H-A3_S,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,NH3 < MDL & RL; BOD ><MDL & RL,,
25841,H-B_8/2/2022_8:12_12.6,8/2/2022_H-B,8/2/2022,2022,August,8:12,H-B,12.6,Bottom,1.98,19.453,28.06,ND,6.5,3.54,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-B_B,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25842,H-B_8/2/2022_8:13_6.5,8/2/2022_H-B,8/2/2022,2022,August,8:13,H-B,6.5,Middle,2.99,21.137,27.66,ND,6.5,1.26,7.31,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-B_M,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25843,H-B_8/2/2022_8:15_0.5,8/2/2022_H-B,8/2/2022,2022,August,8:15,H-B,0.5,Surface,5.71,22.098,27.45,11.71,6.5,1.18,7.57,ND,2.72,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-B_S,Westchester Shoreline,20,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25844,B1S_8/2/2022_8:23_13.7,8/2/2022_B1S,8/2/2022,2022,August,8:23,B1S,13.7,Bottom,2.22,19.524,28.12,ND,6.5,3.81,7.29,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B1S_B,Mid-LIS Waters,15,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25845,B1S_8/2/2022_8:24_7.1,8/2/2022_B1S,8/2/2022,2022,August,8:24,B1S,7.1,Middle,4.07,21.492,27.86,ND,6.5,0.82,7.44,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B1S_M,Mid-LIS Waters,15,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25846,B1S_8/2/2022_8:25_0.5,8/2/2022_B1S,8/2/2022,2022,August,8:25,B1S,0.5,Surface,6.34,22.536,27.50,11.28,6.5,1.17,7.65,< 3,7.98,< 0.009,0.0138,0.1580,0.0674,0.16,0.1370,0.0150,1.62,0.7510,1.97,0.109,2-Aug,18431,B1S_S,Mid-LIS Waters,15,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,NH3 < MDL & RL; BOD < MDL & RL,,
25847,B2_8/2/2022_8:30_17.5,8/2/2022_B2,8/2/2022,2022,August,8:30,B2,17.5,Bottom,2.21,19.339,28.15,ND,7.0,5.75,7.29,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B2_B,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25848,B2_8/2/2022_8:31_8.9,8/2/2022_B2,8/2/2022,2022,August,8:31,B2,8.9,Middle,2.35,19.881,28.02,ND,7.0,0.73,7.29,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B2_M,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25849,B2_8/2/2022_8:32_0.5,8/2/2022_B2,8/2/2022,2022,August,8:32,B2,0.5,Surface,6.78,22.544,27.35,8.59,7.0,1.02,7.70,ND,7.00,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B2_S,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25850,B3M_8/2/2022_8:36_16.9,8/2/2022_B3M,8/2/2022,2022,August,8:36,B3M,16.9,Bottom,1.98,19.135,28.12,ND,6.5,2.43,7.26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B3M_B,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25851,B3M_8/2/2022_8:40_8.7,8/2/2022_B3M,8/2/2022,2022,August,8:40,B3M,8.7,Middle,2.95,20.708,27.71,ND,6.5,1.25,7.33,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B3M_M,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25852,B3M_8/2/2022_8:41_0.5,8/2/2022_B3M,8/2/2022,2022,August,8:41,B3M,0.5,Surface,6.87,22.619,27.22,9.48,6.5,1.02,7.70,< 3,2.68,< 0.009,0.003,0.1400,0.0577,0.12,0.1269,0.0154,1.76,0.6430,1.75,0.160,2-Aug,18431,B3M_S,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,NH3 < MDL & RL; NO23 < RL; BOD < MDL & RL,,
25853,B4_8/2/2022_8:46_6.1,8/2/2022_B4,8/2/2022,2022,August,8:46,B4,6.1,Bottom,3.42,21.643,27.41,ND,6.5,1.18,7.35,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B4_B,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25854,B4_8/2/2022_8:47_3.3,8/2/2022_B4,8/2/2022,2022,August,8:47,B4,3.3,Middle,6.11,22.596,27.24,ND,6.5,1.12,7.63,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B4_M,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25855,B4_8/2/2022_8:48_0.5,8/2/2022_B4,8/2/2022,2022,August,8:48,B4,0.5,Surface,6.30,22.678,27.21,10.73,6.5,1.04,7.65,ND,3.74,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,B4_S,Mid-LIS Waters,5,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25856,H-D_8/2/2022_9:00_0.9,8/2/2022_H-D,8/2/2022,2022,August,9:00,H-D,0.9,Bottom,2.79,22.008,26.59,ND,3.5,2.73,7.20,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-D_B,Hempstead Harbor,10,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,H-D vs Dup bottom DO >15% RPD,,
25857,H-D_8/2/2022_9:02_0.5,8/2/2022_H-D,8/2/2022,2022,August,9:02,H-D,0.5,Surface,2.55,22.017,26.53,52.63,3.5,3.20,7.18,6.36,6.28,< 0.009,0.0084,0.6840,0.1194,0.20,0.1898,0.0854,1.93,3.8000,3.39,0.067,2-Aug,18431,H-D_S,Hempstead Harbor,10,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,NH3 < MDL & RL; H-D vs Dup surface DO >15% RPD; H-D vs Dup surface DO >15% RPD,,
25858,H-C_8/2/2022_9:14_7.6,8/2/2022_H-C,8/2/2022,2022,August,9:14,H-C,7.6,Bottom,0.87,20.473,27.54,ND,5.5,1.29,7.13,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-C_B,Hempstead Harbor,10,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25859,H-C_8/2/2022_9:15_4.2,8/2/2022_H-C,8/2/2022,2022,August,9:15,H-C,4.2,Middle,2.38,21.290,27.45,ND,5.5,1.13,7.23,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-C_M,Hempstead Harbor,10,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25860,H-C_8/2/2022_9:16_0.5,8/2/2022_H-C,8/2/2022,2022,August,9:16,H-C,0.5,Surface,4.43,22.313,27.15,16.72,5.5,1.14,7.42,ND,5.02,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-C_S,Hempstead Harbor,10,Ripples,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25861,H-C1_8/2/2022_9:22_10.0,8/2/2022_H-C1,8/2/2022,2022,August,9:22,H-C1,10.0,Bottom,1.73,20.170,27.78,ND,6.0,4.21,7.21,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-C1_B,Mid-LIS Waters,15,< 1 ft,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
25862,H-C1_8/2/2022_9:23_5.3,8/2/2022_H-C1,8/2/2022,2022,August,9:23,H-C1,5.3,Middle,5.00,21.794,27.46,ND,6.0,1.28,7.49,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,2-Aug,18431,H-C1_M,Mid-LIS Waters,15,< 1 ft,ND,"calm waters, 76°F air temp, 7-10 mph wind, mostly cloudy",0.03,0.41,2:10,7.76,High,2:26,7.68,High,,,
